PUZZLE,CATEGORY,DATE USED,WHEN USED
HEAVY PACKAGE,Thing,12/3/2014 (#6103),BR
GRACIOUS HOST,Person,12/4/2014 (#6104),T1
SILVER DOLLARS,Things,12/4/2014 (#6104),T2
COFFEE AND CRANBERRY SCONES,Food & Drink,12/4/2014 (#6104),R1
I SLEPT LIKE A BABY HIPPO,Before & After,12/4/2014 (#6104),R2
HONOLULU INTERNATIONAL AIRPORT,Place,12/4/2014 (#6104),R3*
TOM SELLECK,Proper Name,12/4/2014 (#6104),T3
FLOWER ARRANGEMENT,Around the House,12/4/2014 (#6104),R4
FUZZY EARMUFFS,Things,12/4/2014 (#6104),BR
THE PERSONAL TOUCH,Thing,12/5/2014 (#6105),T1
GRAND ENTRANCE,Event,12/5/2014 (#6105),T2
CRITICALLY ACCLAIMED TELEVISION SERIES,Show Biz,12/5/2014 (#6105),R1
SODA FOUNTAIN OF YOUTH,Before & After,12/5/2014 (#6105),R2
SURFBOARDS SAILBOATS & KAYAKS,Fun & Games,12/5/2014 (#6105),R3*
ACCESSORIZING,What Are You Doing?,12/5/2014 (#6105),T3
FRIED APPLE FRITTERS,Food & Drink,12/5/2014 (#6105),R4
FIELD HOCKEY GOALIE,Person,12/5/2014 (#6105),BR
ONE BIG HAPPY FAMILY,People,12/8/2014 (#6106),T1
WINTER WONDERLAND,Place,12/8/2014 (#6106),T2
RUNNING CIRCLES AROUND THE COMPETITION,What Are You Doing?,12/8/2014 (#6106),R1
CHRISTMAS CANDY CANES,Same Letter,12/8/2014 (#6106),R2
EVERYTHING YOU COULD POSSIBLY WANT,Phrase,12/8/2014 (#6106),R3*
TELEVISION COMEDY,Show Biz,12/8/2014 (#6106),T3
RED BRICK CHIMNEY,Thing,12/8/2014 (#6106),R4
GUITAR CHORDS,Things,12/8/2014 (#6106),BR
BOYS AND GIRLS,People,12/9/2014 (#6107),T1
ICE SKATING RINK,Place,12/9/2014 (#6107),T2
THE WEATHER OUTSIDE IS FRIGHTFUL,Song Lyrics,12/9/2014 (#6107),R1
SEE SPOT RUN FOR GOVERNOR,Before & After,12/9/2014 (#6107),R2
CHECKING MY VACATION DAYS,What Are You Doing?,12/9/2014 (#6107),R3*
ANNUAL REUNION,Event,12/9/2014 (#6107),T3
GIANT SNOWFLAKES,Things,12/9/2014 (#6107),R4
AVERAGE PRICE,Thing,12/9/2014 (#6107),BR
SISTER ACT,Show Biz,12/10/2014 (#6108),T1
WOOD-BURNING FIREPLACE,Around the House,12/10/2014 (#6108),T2
BENCH PRESS THE SNOOZE BUTTON,Before & After,12/10/2014 (#6108),R1
YOU'RE A MEAN ONE MR. GRINCH,Song Title,12/10/2014 (#6108),R2
SUPERB SERVICE & SETTING,Same Letter,12/10/2014 (#6108),R3*
PLAYING TWISTER,Fun & Games,12/10/2014 (#6108),T3
NEVER A DULL MOMENT,Phrase,12/10/2014 (#6108),R4
QUILTED BLANKET,Thing,12/10/2014 (#6108),BR
HANGING MISTLETOE,What Are You Doing?,12/11/2014 (#6109),T1
AGE BEFORE BEAUTY,Phrase,12/11/2014 (#6109),T2
PLUMBER AND PIPE FITTER,Occupations,12/11/2014 (#6109),R1
THE NORTH AND TOTEM POLE,Same Name,12/11/2014 (#6109),R2
A PRIME STRETCH OF FABULOUS BEACH,Place,12/11/2014 (#6109),R3*
FIRSTBORN CHILD,Person,12/11/2014 (#6109),T3
OLD-FASHIONED FRUITCAKE,Food & Drink,12/11/2014 (#6109),R4
HISTORIC VOYAGE,Event,12/11/2014 (#6109),BR
PLENTY TO GO AROUND,Phrase,12/12/2014 (#6110),T1
MOTHER AND DAUGHTER,People,12/12/2014 (#6110),T2
BETTER NOT POUT I'M TELLING YOU WHY,Song Lyrics,12/12/2014 (#6110),R1
MR. POTATO HEAD OF THE HOUSEHOLD,Before & After,12/12/2014 (#6110),R2
BREATHTAKING BALCONY VIEWS,Things,12/12/2014 (#6110),R3*
APPLES AND ORANGES,Food & Drink,12/12/2014 (#6110),T3
WINNING A TALENT CONTEST,Event,12/12/2014 (#6110),R4
EXIT POLL,Thing,12/12/2014 (#6110),BR
JINGLE BELLS JINGLE BELLS,Song Lyrics,12/15/2014 (#6111),T1
BOOMING BUSINESS,Thing,12/15/2014 (#6111),T2
THERE'S SOMETHING FOR EVERYONE,Phrase,12/15/2014 (#6111),R1
THE BIG APPLE CIDER,Before & After,12/15/2014 (#6111),R2
GETTING TO KNOW THE LOCAL CUISINE,What Are You Doing?,12/15/2014 (#6111),R3*
CURTAIN CALL,Show Biz,12/15/2014 (#6111),T3
DOING SOMERSAULTS,Fun & Games,12/15/2014 (#6111),R4
LATE-NIGHT INFOMERCIAL,Thing,12/15/2014 (#6111),BR
CHESTNUT COOKIES,Food & Drink,12/16/2014 (#6112),T1
FRONT-PAGE NEWS,Thing,12/16/2014 (#6112),T2
WAKING UP AT THE CRACK OF DAWN,What Are You Doing?,12/16/2014 (#6112),R1
WRAPPING PAPER TRAIL,Before & After,12/16/2014 (#6112),R2
THE IDEAL TROPICAL DESTINATION,Place,12/16/2014 (#6112),R3*
PLAYING THE TITLE ROLE,Show Biz,12/16/2014 (#6112),T3
LADIES AND GENTLEMEN,People,12/16/2014 (#6112),R4
BAY WINDOWS,Things,12/16/2014 (#6112),BR
THE ELF ON THE SHELF,Rhyme Time,12/17/2014 (#6113),T1
SCRABBLE TOURNAMENT,Fun & Games,12/17/2014 (#6113),T2
A BUTTON NOSE AND TWO EYES MADE OUT OF COAL,Song Lyrics,12/17/2014 (#6113),R1
PERFECT PLUM PUDDING,Same Letter,12/17/2014 (#6113),R2
LISTENING TO THE SOUND OF THE OCEAN,What Are You Doing?,12/17/2014 (#6113),R3*
KITCHEN PANTRY,Around the House,12/17/2014 (#6113),T3
REACHING ONE OF MY GOALS,Event,12/17/2014 (#6113),R4
ABOVE THE CLOUDS,Phrase,12/17/2014 (#6113),BR
RUN RUN RUDOLPH,Song Lyrics,12/18/2014 (#6114),T1
SOFTWARE DEVELOPER,Occupation,12/18/2014 (#6114),T2
SWEET PINEAPPLE-GLAZED HAM,Food & Drink,12/18/2014 (#6114),R1
HE HAD A BROAD FACE AND A LITTLE ROUND BELLY,Quotation,12/18/2014 (#6114),R2
DISCOVERING THE WONDERS OF NATURE,What Are You Doing?,12/18/2014 (#6114),R3*
CROSSING THE FINISH LINE,Event,12/18/2014 (#6114),T3
IT ALL COMES DOWN TO THIS,Phrase,12/18/2014 (#6114),R4
AUGUSTA GEORGIA,On the Map,12/18/2014 (#6114),BR
THE POLAR EXPRESS,Title,12/19/2014 (#6115),T1
KIDS OF ALL AGES,People,12/19/2014 (#6115),T2
CUSTOMER SERVICE MANAGER,Occupation,12/19/2014 (#6115),R1
NEW YORK STOCK EXCHANGE OF GIFTS,Before & After,12/19/2014 (#6115),R2
BANANA COCONUTS AND CHOCOLATE,Food & Drink,12/19/2014 (#6115),R3*
PLEASED AS PUNCH,Phrase,12/19/2014 (#6115),T3
BUCKLING MY SKI BOOTS,What Are You Doing?,12/19/2014 (#6115),R4
OPENING CREDITS,Show Biz,12/19/2014 (#6115),R5
MONTHLY BUDGET,Thing,12/19/2014 (#6115),BR
KINDNESS & GENEROSITY,Things,12/22/2014 (#6116),T1
FRIED GREEN TOMATOES,Title,12/22/2014 (#6116),T2
FRESHLY BREWED COFFEE TABLE,Before & After,12/22/2014 (#6116),R1
ORIGINAL TENNESSEE BARBECUE BEEF,Food & Drink,12/22/2014 (#6116),R2
PUT ON YOUR SWIMSUIT AND HIT THE BEACH,Phrase,12/22/2014 (#6116),R3*
RECEPTIONIST,Occupation,12/22/2014 (#6116),T3
BARNYARD ANIMALS,Living Things,12/22/2014 (#6116),R4
GAME HIGHLIGHTS,Things,12/22/2014 (#6116),BR
MAKE YOURSELF AT HOME,Phrase,12/23/2014 (#6117),T1
WILLIE NELSON,Proper Name,12/23/2014 (#6117),T2
SILKY SMOOTH SKIN,Same Letter,12/23/2014 (#6117),R1
MISSISSIPPI QUEEN IF YOU KNOW WHAT I MEAN,Song Lyrics,12/23/2014 (#6117),R2
SAXOPHONIST,Person,12/23/2014 (#6117),PP
SEARCHING THE ISLAND FOR WATERFALLS,Fun & Games,12/23/2014 (#6117),R3*
FAMILY RESTAURANT,Place,12/23/2014 (#6117),T3
A CONSERVATIVE ESTIMATE,Thing,12/23/2014 (#6117),R4
HUMBLE HERO,Person,12/23/2014 (#6117),BR
CHARLESTON SOUTH CAROLINA,On the Map,12/24/2014 (#6118),T1
STRIKING GOLD,Event,12/24/2014 (#6118),T2
VERY IMPORTANT PERSON,Phrase,12/24/2014 (#6118),R1
THE PEN IS MIGHTIER THAN THE SWORD SWALLOWER,Before & After,12/24/2014 (#6118),R2
GENTLE SOOTHING TRADE WINDS,Things,12/24/2014 (#6118),R3*
RED BEANS AND RICE,Food & Drink,12/24/2014 (#6118),T3
PURSUING MY DREAM,What Are You Doing?,12/24/2014 (#6118),R4
WEALTH OF IDEAS,Phrase,12/24/2014 (#6118),BR
BLUEGRASS MUSIC,Show Biz,12/25/2014 (#6119),T1
BURT REYNOLDS,Proper Name,12/25/2014 (#6119),T2
LOUISIANA CHICKEN AND SAUSAGE GUMBO,Food & Drink,12/25/2014 (#6119),R1
SLEEPING BEAUTY IS IN THE EYE OF THE BEHOLDER,Before & After,12/25/2014 (#6119),R2
OUT OF WHACK,Phrase,12/25/2014 (#6119),PP
WAVES REACHING EPIC HEIGHTS,Things,12/25/2014 (#6119),R3*
DOLLHOUSE FURNITURE,Fun & Games,12/25/2014 (#6119),T3
THE FUTURE LOOKS BRIGHT,Phrase,12/25/2014 (#6119),R4
BACK OFFICE,Place,12/25/2014 (#6119),BR
PEACHES AND CREAM,Food & Drink,12/26/2014 (#6120),T1
THE LONE RANGER,Character,12/26/2014 (#6120),T2
FASHION TRENDSETTER,Person,12/26/2014 (#6120),R1
HANDED DOWN FROM GENERATION TO GENERATION,Phrase,12/26/2014 (#6120),R2
MANY SPECIES OF EXOTIC BIRDS,Living Things,12/26/2014 (#6120),R3*
RIVERBOAT CAPTAIN,Occupation,12/26/2014 (#6120),T3
EVERGLADES NATIONAL PARK,Landmark,12/26/2014 (#6120),R4
WOODEN GAVEL,Thing,12/26/2014 (#6120),BR
WALDEN POND,Landmark,12/29/2014 (#6121),T1
RED-TAILED HAWK,Living Thing,12/29/2014 (#6121),T2
I FEEL GOOD I KNEW THAT I WOULD,Song Lyrics,12/29/2014 (#6121),R1
HOT DOG TRAINER,Before & After,12/29/2014 (#6121),R2
MAJESTIC MAGNIFICENT MAUI,Same Letter,12/29/2014 (#6121),R3*
OBSERVATION DECK,Place,12/29/2014 (#6121),T3
KNOWLEDGE IS POWER,Quotation,12/29/2014 (#6121),R4
THINGS ARE LOOKING UP,Phrase,12/29/2014 (#6121),R5
BROADWAY,Show Biz,12/29/2014 (#6121),BR
KNOXVILLE TENNESSEE,On the Map,12/30/2014 (#6122),T1
ADVERTISING EXECUTIVE,Occupation,12/30/2014 (#6122),T2
FIFTEEN MINUTES OF FAME,Phrase,12/30/2014 (#6122),R1
NEW KID ON THE BLOCK OF ICE,Before & After,12/30/2014 (#6122),R2
EAT AND RUN,Phrase,12/30/2014 (#6122),PP
TAKING THE GARDEN PATH TO THE BEACH,What Are You Doing?,12/30/2014 (#6122),R3*
SWEET POTATO FRIES,Food & Drink,12/30/2014 (#6122),T3
BOUNCING ON A TRAMPOLINE,Fun & Games,12/30/2014 (#6122),R4
FADED BLUE JEANS,Things,12/30/2014 (#6122),BR
EASY AS ONE TWO THREE,Phrase,12/31/2014 (#6123),T1
FATHER TIME,Character,12/31/2014 (#6123),T2
SWEET GOLDEN CORN BREAD,Food & Drink,12/31/2014 (#6123),R1
HOT DOG STAND BY YOUR MAN,Before & After,12/31/2014 (#6123),R2
SUMMER BREEZES AND LOVELY SHORES,Things,12/31/2014 (#6123),R3*
TRENTON NEW JERSEY,On the Map,12/31/2014 (#6123),T3
COUNTING DOWN THE SECONDS,What Are You Doing?,12/31/2014 (#6123),R4
BUZZWORD,Thing,12/31/2014 (#6123),BR
BABY NEW YEAR,Character,1/1/2015 (#6124),T1
TAMPA BAY FLORIDA,On the Map,1/1/2015 (#6124),T2
PROSPERITY AND GOOD HEALTH,Things,1/1/2015 (#6124),R1
SOUTHERN-STYLE COLLARD GREENS,Food & Drink,1/1/2015 (#6124),R2
THE RICH BLUE CARIBBEAN SEA,Place,1/1/2015 (#6124),R3*
SAVOR THE FLAVOR,Rhyme Time,1/1/2015 (#6124),T3
ILLUSTRATED WALL CALENDAR,Around the House,1/1/2015 (#6124),R4
ROUSING APPLAUSE,Thing,1/1/2015 (#6124),BR
OLYMPIA WASHINGTON,On the Map,1/2/2015 (#6125),T1
BLOWING BUBBLES,Fun & Games,1/2/2015 (#6125),T2
HONESTY IS THE BEST POLICY,Phrase,1/2/2015 (#6125),R1
BREAKFAST NOOK AND CRANNY,Before & After,1/2/2015 (#6125),R2
SHOWING OFF MY FAVORITE HAWAIIAN SHIRT,What Are You Doing?,1/2/2015 (#6125),R3*
PRESSURE COOKER,In the Kitchen,1/2/2015 (#6125),T3
HARD WORK AND DEDICATION,Things,1/2/2015 (#6125),R4
THE INVISIBLE MAN,Character,1/2/2015 (#6125),R5
WEDDING BOUQUET,Thing,1/2/2015 (#6125),BR
GREEN TRAFFIC LIGHT,Thing,1/5/2015 (#6126),T1
DUSTIN HOFFMAN,Proper Name,1/5/2015 (#6126),T2
SATURDAY NIGHT LIVE,TV Title,1/5/2015 (#6126),R1
HE WHO HESITATES IS LOST IN SPACE,Before & After,1/5/2015 (#6126),R2
NESTLED ON A PRIVATE PENINSULA,Phrase,1/5/2015 (#6126),R3*
CATTLE RANCHER,Occupation,1/5/2015 (#6126),T3
RASPBERRY PRESERVES,Food & Drink,1/5/2015 (#6126),R4
EXCHANGE OF VOWS,Event,1/5/2015 (#6126),BR
GULLIVER'S TRAVELS,Title,1/6/2015 (#6127),T1
BABY GRAND PIANO,Thing,1/6/2015 (#6127),T2
LABOR OF LOVE LETTERS,Before & After,1/6/2015 (#6127),R1
MARYLAND SOFT-SHELL CRABS,Food & Drink,1/6/2015 (#6127),R2
HERE TODAY GONE TO MAUI,Phrase,1/6/2015 (#6127),R3*
BATTING A THOUSAND,What Are You Doing?,1/6/2015 (#6127),T3
WINKING AND BLINKING,Rhyme Time,1/6/2015 (#6127),R4
ROCK AROUND THE CLOCK,Song Lyrics,1/6/2015 (#6127),R5
RAISE YOUR VOICE,Phrase,1/6/2015 (#6127),BR
WE'RE UP AND RUNNING,Phrase,1/7/2015 (#6128),T1
SEASHELL NECKLACE,Thing,1/7/2015 (#6128),T2
SACKING THE QUARTERBACK,Fun & Games,1/7/2015 (#6128),R1
KERRY WASHINGTON MONUMENT,Before & After,1/7/2015 (#6128),R2
FEELING THE WARMTH OF THE SUN,What Are You Doing?,1/7/2015 (#6128),R3*
SPLIT PEA SOUP,Food & Drink,1/7/2015 (#6128),T3
HIGH SCHOOL PRINCIPAL,Occupation,1/7/2015 (#6128),R4
FROG POND,Place,1/7/2015 (#6128),BR
IT'S ALMOST FRIDAY,Phrase,1/8/2015 (#6129),T1
BUSINESS PARTNERS,People,1/8/2015 (#6129),T2
RECEIVING A WEDDING ANNOUNCEMENT,Event,1/8/2015 (#6129),R1
PROFESSIONAL BOXER SHORTS,Before & After,1/8/2015 (#6129),R2
CLASSIC SEASIDE BUNGALOW,Place,1/8/2015 (#6129),R3*
MYSTERY NOVEL,Thing,1/8/2015 (#6129),T3
ORDERING A PIZZA,What Are You Doing?,1/8/2015 (#6129),R4
BALD HEAD,Thing,1/8/2015 (#6129),BR
BOOKING A TRIP,What Are You Doing?,1/9/2015 (#6130),T1
SPEARMINT TEA,Food & Drink,1/9/2015 (#6130),T2
MY ALL-TIME FAVORITE SONG,Thing,1/9/2015 (#6130),R1
I'M EASY LIKE SUNDAY MORNING,Song Lyrics,1/9/2015 (#6130),R2
DOLPHINS WHALES AND TURTLES,Living Things,1/9/2015 (#6130),R3*
KEEP THEM COMING,Phrase,1/9/2015 (#6130),T3
THE QUEEN OF HEARTS,Character,1/9/2015 (#6130),R4
FINANCIAL MANAGER,Occupation,1/9/2015 (#6130),R5
MOUND OF PAPERWORK,Thing,1/9/2015 (#6130),BR
A LOVE OF TRAVEL,Phrase,1/12/2015 (#6131),T1
CENTER STAGE,Show Biz,1/12/2015 (#6131),T2
CASHEWS ALMONDS & PEANUTS,Food & Drink,1/12/2015 (#6131),R1
PARTLY SUNNY DISPOSITION,Before & After,1/12/2015 (#6131),R2
PRACTICING SPANISH PHRASES,What Are You Doing?,1/12/2015 (#6131),R3*
A KISS ON THE CHEEK,Thing,1/12/2015 (#6131),T3
HORSE-DRAWN CARRIAGE RIDE,Event,1/12/2015 (#6131),R4
BUCKINGHAM PALACE,Landmark,1/12/2015 (#6131),R5
I FOUND YOU,Phrase,1/12/2015 (#6131),BR
SHOPPING SPREE,Event,1/13/2015 (#6132),T1
LOTTERY TICKET,Thing,1/13/2015 (#6132),T2
WITH A FLICK OF THE WRIST,Phrase,1/13/2015 (#6132),R1
SUEDE SLEEPER SOFA,Same Letter,1/13/2015 (#6132),R2
PORKY PIG,Fictional Character,1/13/2015 (#6132),PP
RECITING HYSTERICAL LIMERICKS,Fun & Games,1/13/2015 (#6132),R3*
DORA THE EXPLORER,Character,1/13/2015 (#6132),T3
BUTTERSCOTCH CANDY,Food & Drink,1/13/2015 (#6132),R4
WHAT A MOUTHFUL,Phrase,1/13/2015 (#6132),BR
TAKING THE GRAND TOUR,Event,1/14/2015 (#6133),T1
TREASURE ISLAND,Title,1/14/2015 (#6133),T2
DINNER PARTY INVITATIONS,Things,1/14/2015 (#6133),R1
JACK BE NIMBLE JACK BE QUICK,Quotation,1/14/2015 (#6133),R2
CROSSING THE ENGLISH CHANNEL,What Are You Doing?,1/14/2015 (#6133),R3*
MATTHEW MCCONAHUGHEY,Proper Name,1/14/2015 (#6133),T3
STOP THE PRESSES!,Phrase,1/14/2015 (#6133),R4
BRIEF INTERMISSION,Show Biz,1/14/2015 (#6134),R5
BOYHOOD HOME,Place,1/14/2015 (#6133),BR
SEEING THE WORLD,What Are You Doing?,1/15/2015 (#6134),T1
AFRICAN ELEPHANTS,Living Things,1/15/2015 (#6134),T2
NOTHING VENTURED NOTHING GAINED,Phrase,1/15/2015 (#6134),R1
KITCHEN SINK OR SWIM,Before & After,1/15/2015 (#6134),R2
A WORK OF GENIUS,Phrase,1/15/2015 (#6134),PP
RIVER RAFTING ADVENTURE,Fun & Games,1/15/2015 (#6134),R3*
BACON AND EGGS,Food & Drink,1/15/2015 (#6134),T3
PEOPLE PLEASER,Person,1/15/2015 (#6134),R4
DAILY FLIGHTS,Things,1/15/2015 (#6134),BR
BAGGAGE HANDLER,Occupation,1/16/2015 (#6135),T1
JUST MY IMAGINATION,Song Lyrics,1/16/2015 (#6135),T2
BEING VOTED MOST LIKELY TO SUCCEED,Event,1/16/2015 (#6135),R1
SPORTS AND CEILING FAN,Same Name,1/16/2015 (#6135),R2
REVELING IN THE MAGIC OF ITALY,What Are You Doing?,1/16/2015 (#6135),R3*
STANDING OVATION,Show Biz,1/16/2015 (#6135),T3
RED BELL PEPPERS,Food & Drink,1/16/2015 (#6135),R4
STATION IDENTIFICATION,Rhyme Time,1/16/2015 (#6135),R5
TRANQUIL WATER,Thing,1/16/2015 (#6135),BR
DEEP-DISH APPLE PIE,Food & Drink,1/19/2015 (#6136),T1
DUBLIN IRELAND,On the Map,1/19/2015 (#6136),T2
BREAKFAST LUNCH AND DINNER,Things,1/19/2015 (#6136),R1
STRIKE WHILE THE IRON IS HOT FUDGE,Before & After,1/19/2015 (#6136),R2
LEAVING MY WORRIES FAR BEHIND,What Are You Doing?,1/19/2015 (#6136),R3*
HOW SWEET IT IS,Phrase,1/19/2015 (#6136),T3
BAMBOO UTENSIL SET,In the Kitchen,1/19/2015 (#6136),R4
YANKEE STADIUM,Landmark,1/19/2015 (#6136),R5
JUICER,Thing,1/19/2015 (#6136),BR
TRIPLE-LAYER LEMON CAKE,Food & Drink,1/20/2015 (#6137),T1
PEARLS OF WISDOM,Things,1/20/2015 (#6137),T2
YOU CAN'T JUDGE A BOOK BY ITS COVER,Phrase,1/20/2015 (#6137),R1
STRAWBERRY SHAKE RATTLE AND ROLL,Before & After,1/20/2015 (#6137),R2
WILD CARD,Thing,1/20/2015 (#6137),PP
TOUCANS PERCHED IN TREETOPS,Living Things,1/20/2015 (#6137),R3*
MOVIE STUDIO TOUR,Show Biz,1/20/2015 (#6137),T3
WIDE-OPEN SPACES,Places,1/20/2015 (#6137),R4
THE SOUTHERN HEMISPHERE,On the Map,1/20/2015 (#6137),R5
CHEWY TAFFY,Food & Drink,1/20/2015 (#6137),BR
MEAT TENDERIZER,In the Kitchen,1/21/2015 (#6138),T1
STAYING ON SCHEDULE,What Are You Doing?,1/21/2015 (#6138),T2
THREE-CHEESE STUFFED SHELLS,Food & Drink,1/21/2015 (#6138),R1
OLD KING COLE WAS A MERRY OLD SOUL,Quotation,1/21/2015 (#6138),R2
CRUISE SHIPS IN PORTS OF CALL,Things,1/21/2015 (#6138),R3*
ST. LOUIS MISSOURI,On the Map,1/21/2015 (#6138),T3
UNEXPECTED TURN OF EVENTS,Phrase,1/21/2015 (#6138),R4
A FRIEND OF A FRIEND,Person,1/21/2015 (#6138),R5
COMBINED WEIGHT,Thing,1/21/2015 (#6138),BR
SALAD SPINNER,In the Kitchen,1/22/2015 (#6139),T1
CAUSE AND EFFECT,Things,1/22/2015 (#6139),T2
BANJO AND APRON STRINGS,Same Name,1/22/2015 (#6139),R1
CARAMELIZED PEACHES WITH FRESH ROSEMARY,Food & Drink,1/22/2015 (#6139),R2
GURU,Person,1/22/2015 (#6139),PP
LIVING LIFE ON ISLAND TIME,What Are You Doing?,1/22/2015 (#6139),R3*
ATHENS GREECE,On the Map,1/22/2015 (#6139),T3
CONTRARY TO POPULAR BELIEF,Phrase,1/22/2015 (#6139),R4
WIPER FLUID,Thing,1/22/2015 (#6139),BR
BEEF STROGANOFF,Food & Drink,1/23/2015 (#6140),T1
THOMAS JEFFERSON,Proper Name,1/23/2015 (#6140),T2
BIRTHDAY SUIT AND TIE,Before & Ater,1/23/2015 (#6140),R1
STUCK IN THE MIDDLE WITH YOU,Song Lyrics,1/23/2015 (#6140),R2
STROLLING ALONG ON A SANDY BEACH,What Are You Doing?,1/23/2015 (#6140),R3*
FROM START TO FINISH,Phrase,1/23/2015 (#6140),T3
A CAST OF THOUSANDS,Show Biz,1/23/2015 (#6140),R4
THE PAINTED DESERT,Landmark,1/23/2015 (#6140),R5
BY THE QUART,Phrase,1/23/2015 (#6140),BR
HOTEL CALIFORNIA,Song Title,1/26/2015 (#6141),T1
TIME IS OF THE ESSENCE,Phrase,1/26/2015 (#6141),T2
VEGETARIAN RESTAURANT,Place,1/26/2015 (#6141),R1
HOLLYWOOD SIGN ON THE DOTTED LINE,Before & After,1/26/2015 (#6141),R2
A SUPPLY OF WATERPROOF SUNSCREEN,Thing,1/26/2015 (#6141),R3*
FRED FLINTSTONE,Character,1/26/2015 (#6141),T3
STARTING FROM SCRATCH,What Are You Doing?,1/26/2015 (#6141),R4
CATCHING A FRISBEE,Fun & Games,1/26/2015 (#6141),R5
NICE VARIETY,Phrase,1/26/2015 (#6141),BR
VENICE BEACH BOARDWALK,Place,1/27/2015 (#6142),T1
PANEL OF EXPERTS,People,1/27/2015 (#6142),T2
IT'S A NEW DAWN IT'S A NEW DAY,Song Lyrics,1/27/2015 (#6142),R1
SCIENCE FICTION EPIC INTERSTELLAR,Show Biz,1/27/2015 (#6142),R2
DON'T DELAY BOOK YOUR STAY TODAY,Rhyme Time,1/27/2015 (#6142),R3*
THE ROAD TO RICHES,Phrase,1/27/2015 (#6142),T3
LETTER OF ACCEPTANCE,Thing,1/27/2015 (#6142),R4
REBOOTING THE COMPUTER,What Are You Doing?,1/27/2015 (#6142),R5
BUBBLY SOAP,Thing,1/27/2015 (#6142),BR
MONTEREY BAY,On the Map,1/28/2015 (#6143),T1
OPTICAL ILLUSION,Thing,1/28/2015 (#6143),T2
MEANWHILE BACK AT THE RANCH,Phrase,1/28/2015 (#6143),R1
PEELING AN ORANGE COUNTY,Before & After,1/28/2015 (#6143),R2
REFRESHING RELAXING RESTFUL,Same Letter,1/28/2015 (#6143),R3*
JAMES AND THE GIANT PEACH,Title,1/28/2015 (#6143),T3
A CLOCK WITH ROMAN NUMERALS,Around the House,1/28/2015 (#6143),R4
FILL IN THE GAPS,Phrase,1/28/2015 (#6143),BR
MULHOLLAND DRIVE,On the Map,1/29/2015 (#6144),T1
REBEL WITHOUT A CAUSE,Movie Title,1/29/2015 (#6144),T2
FROM THE BOTTOM OF MY HEART,Phrase,1/29/2015 (#6144),R1
DO YOU KNOW THE WAY TO SAN JOSE?,Song Lyrics,1/29/2015 (#6144),R2
BACKPACKER,Person,1/29/2015 (#6144),PP
A HORSEBACK RIDE THROUGH THE MOUNTAINS,Fun & Games,1/29/2015 (#6144),R3*
ELECTRIC GUITAR,Thing,1/29/2015 (#6144),T3
VINEYARDS AND WINERIES,Places,1/29/2015 (#6144),R4
A WARM GLOW,Thing,1/29/2015 (#6144),BR
ESCAPE FROM ALCATRAZ,Title,1/30/2015 (#6145),T1
STEAK SANDWICH,Food & Drink,1/30/2015 (#6145),T2
LOMBARD STREET IN SAN FRANCISCO,On the Map,1/30/2015 (#6145),R1
ALPHABETICAL ORDER OF CURLY FRIES,Before & After,1/30/2015 (#6145),R2
THE BEST CURE FOR WINTER,Thing,1/30/2015 (#6145),R3*
HELICOPTER PILOT,Occupation,1/30/2015 (#6145),T3
ON YOUR MARK GET SET GO!,Phrase,1/30/2015 (#6145),R4
BLUE SKY,Thing,1/30/2015 (#6145),BR
HEALTHY BREAKFAST,Thing,2/2/2015 (#6146),T1
TALENT SCOUT,Occupation,2/2/2015 (#6146),T2
WARMING UP & COOLING DOWN,What Are You Doing?,2/2/2015 (#6146),R1
BE THERE OR BE SQUARE DANCING,Before & After,2/2/2015 (#6146),R2
CRUISING SYDNEY HARBOUR,Event,2/2/2015 (#6146),R3*
LIVE AND LEARN,Phrase,2/2/2015 (#6146),T3
THE LAND OF THE FREE,Song Lyrics,2/2/2015 (#6146),R4
VINYL BOOTH,Thing,2/2/2015 (#6146),BR
TENNIS MATCH,Fun & Games,2/3/2015 (#6147),T1
POPEYE THE SAILOR MAN,Character,2/3/2015 (#6147),T2
STRENGTH AND FLEXIBILITY,Things,2/3/2015 (#6147),R1
BASEBALL DIAMONDS ARE A GIRL'S BEST FRIEND,Before & After,2/3/2015 (#6147),R2
FRANCE'S COSMOPOLITAN CAPITAL CITY,Place,2/3/2015 (#6147),R3*
PEANUT BUTTER BARS,Food & Drink,2/3/2015 (#6147),T3
ONE FOR THE RECORD BOOKS,Phrase,2/3/2015 (#6147),R4
BACKYARD GAZEBO,Thing,2/3/2015 (#6147),BR
ACTIVE LIFESTYLE,Thing,2/4/2015 (#6148),T1
STAYING MOTIVATED,What Are You Doing?,2/4/2015 (#6148),T2
HAPPY DAYS ARE HERE AGAIN,Song Title,2/4/2015 (#6148),R1
I GOT YOU BABE THE BLUE OX,Before & After,2/4/2015 (#6148),R2
SUNNY WITH NO CHANCE OF SHOWERS,Phrase,2/4/2015 (#6148),R3*
TOGETHER FOREVER,Rhyme Time,2/4/2015 (#6148),T3
RACQUETBALL COURT,Place,2/4/2015 (#6148),R4
WATER VAPOR,Thing,2/4/2015 (#6148),BR
STOMACH CRUNCHES,Things,2/5/2015 (#6149),T1
CHARCOAL GRILL,Around The House,2/5/2015 (#6149),T2
GOING ON A BRISK MORNING WALK,Fun & Games,2/5/2015 (#6149),R1
